timestamp,open,high,low,close,volume
2025-06-27 14:40:00,545.42,545.53,544.81,545.51,971423
2025-06-27 14:45:00,545.51,546.0,545.38,545.39,530053
2025-06-27 14:50:00,545.4,545.415,544.55,544.83,573880
2025-06-27 14:55:00,544.81,544.96,544.545,544.8,597739
2025-06-27 15:00:00,544.8,545.59,544.68,545.49,524822
2025-06-27 15:05:00,545.48,545.84,545.15,545.61,470251
2025-06-27 15:10:00,545.61,546.19,545.59,546.14,322570
2025-06-27 15:15:00,546.16,546.28,545.81,546.045,378507
2025-06-27 15:20:00,546.05,546.415,546.0,546.41,238399
2025-06-27 15:25:00,546.4,546.61,546.13,546.26,319361
2025-06-27 15:30:00,546.26,546.76,546.26,546.69,331568
2025-06-27 15:35:00,546.69,546.95,546.54,546.9,399941
2025-06-27 15:40:00,546.89,547.19,546.89,547.07,340206
2025-06-27 15:45:00,547.07,547.42,547.03,547.08,548954
2025-06-27 15:50:00,547.1,548.0,546.97,547.83,1156910
2025-06-27 15:55:00,547.84,548.385,547.79,548.21,2183914
2025-06-27 16:00:00,548.2,548.2,547.42,547.91,551048
2025-06-27 16:05:00,547.9,548.09,547.82,548.01,152778
2025-06-27 16:10:00,548.0,548.13,547.78,547.96,217144
2025-06-27 16:15:00,547.97,548.1,547.9,547.91,71422
2025-06-27 16:20:00,547.95,548.0,547.84,547.91,52052
2025-06-27 16:25:00,547.91,547.97,547.8,547.93,25874
2025-06-27 16:30:00,547.94,548.01,547.84,547.9291,36758
2025-06-27 16:35:00,547.9,547.91,547.8,547.9,39412
2025-06-27 16:40:00,547.87,547.94,547.81,547.81,15752
2025-06-27 16:45:00,547.81,547.85,547.55,547.81,50663
2025-06-27 16:50:00,547.89,548.2,547.89,548.04,15810
